Date,Target,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,day_of_week,month,day_of_month
2023-07-14,-0.03164529002389714,-0.003531081063775771,0.0010274732076374447,-0.005897925533468552,0.0016676223328654428,-0.0008483643544558774,4,7,14
2023-07-13,-0.03868485625955966,0.0022639604966999396,-0.003531081063775771,0.0010274732076374447,-0.005897925533468552,0.0016676223328654428,3,7,13
2023-07-12,-0.005345347511853053,0.0022303481603528534,0.0022639604966999396,-0.003531081063775771,0.0010274732076374447,-0.005897925533468552,2,7,12
2023-07-11,0.015635494812299863,-0.007339287384575768,0.0022303481603528534,0.0022639604966999396,-0.003531081063775771,0.0010274732076374447,1,7,11
2023-07-10,0.025691243017409732,-0.014626829374436181,-0.007339287384575768,0.0022303481603528534,0.0022639604966999396,-0.003531081063775771,0,7,10
2023-07-07,0.034301171028086504,-0.00744866539242275,-0.014626829374436181,-0.007339287384575768,0.0022303481603528534,0.0022639604966999396,4,7,7
2023-07-06,0.026573544299520267,-0.004460856032815289,-0.00744866539242275,-0.014626829374436181,-0.007339287384575768,0.0022303481603528534,3,7,6
2023-07-05,0.0007162888267273736,-0.004809218075309663,-0.004460856032815289,-0.00744866539242275,-0.014626829374436181,-0.007339287384575768,2,7,5
2023-07-04,-0.012062482021671688,0.026000221363130842,-0.004809218075309663,-0.004460856032815289,-0.00744866539242275,-0.014626829374436181,1,7,4
2023-07-03,-0.01680475739588868,0.006354012949716732,0.026000221363130842,-0.004809218075309663,-0.004460856032815289,-0.00744866539242275,0,7,3
2023-06-30,-0.019886926640053496,0.0026070828126871174,0.006354012949716732,0.026000221363130842,-0.004809218075309663,-0.004460856032815289,4,6,30
2023-06-29,0.002595282854352529,0.004149071977861486,0.0026070828126871174,0.006354012949716732,0.026000221363130842,-0.004809218075309663,3,6,29
2023-06-28,0.004637171989290766,-0.012536844803875905,0.004149071977861486,0.0026070828126871174,0.006354012949716732,0.026000221363130842,2,6,28
2023-06-27,0.016550757075609934,0.00014296589033795332,-0.012536844803875905,0.004149071977861486,0.0026070828126871174,0.006354012949716732,1,6,27
2023-06-26,0.024249132688658703,-0.0064247578986823305,0.00014296589033795332,-0.012536844803875905,0.004149071977861486,0.0026070828126871174,0,6,26
2023-06-23,0.032791371540803305,-0.002135192561529874,-0.0064247578986823305,0.00014296589033795332,-0.012536844803875905,0.004149071977861486,4,6,23
2023-06-22,0.018710340764694324,0.0010669027336966705,-0.002135192561529874,-0.0064247578986823305,0.00014296589033795332,-0.012536844803875905,3,6,22
2023-06-21,0.017793548672001988,0.009945364690530121,0.0010669027336966705,-0.002135192561529874,-0.0064247578986823305,0.00014296589033795332,2,6,21
