Date,Target,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,lag1_dow_sin,lag1_dow_cos,lag1_month_sin,lag1_month_cos,lag1_dom_sin,lag1_dom_cos,lag2_dow_sin,lag2_dow_cos,lag2_month_sin,lag2_month_cos,lag2_dom_sin,lag2_dom_cos,lag3_dow_sin,lag3_dow_cos,lag3_month_sin,lag3_month_cos,lag3_dom_sin,lag3_dom_cos,lag4_dow_sin,lag4_dow_cos,lag4_month_sin,lag4_month_cos,lag4_dom_sin,lag4_dom_cos,lag5_dow_sin,lag5_dow_cos,lag5_month_sin,lag5_month_cos,lag5_dom_sin,lag5_dom_cos
12/20/2023,1,-1.154145260377255,0.8654700812497573,-1.1554414435170057,-1.156739500706003,-1.15803943847148,0.8282774515219422,0.9161341284399708,0.03143181415565729,1.390898397436013,-0.9189203082518312,-1.0444343320448615,-0.6929833560687697,1.4025847318243092,0.032095043781763956,1.3918462553151316,-0.686317743037103,-1.2100433722355481,-1.5381434871505806,-1.0480312517404111,0.03275777132522831,1.3927953125878307,0.1344888791587492,-1.382716232507786,0.14922843478828587,-1.0491864357400402,0.03341999856802484,1.3937455721240768,0.4122094537390302,-1.3246925786345287,1.2028550913191216,-0.17524011768018374,0.03408172728567051,1.394697036803435,0.6728073805625496,-1.2105019672169386
12/19/2023,0,0.8664420626508748,-1.1554414435170057,-1.1554414435170057,-1.156739500706003,-1.15803943847148,-0.6932292234952064,1.4016043634978308,0.03143181415565729,1.390898397436013,-0.6864998152784602,-1.209796890781422,-1.537509886249429,-1.0483391908044724,0.032095043781763956,1.3918462553151316,0.1343749065504583,-1.3824835767879105,0.1504598754394623,-1.048031251740411,0.03275777132522831,1.3927953125878307,0.4118095677616886,-1.3244349237645114,1.2025431360299208,-0.173933559887419,0.03341999856802484,1.3937455721240768,0.6723488573201187,-1.2105019672169386,0.826979055051622,0.9159229774096348,0.03408172728567051,1.394697036803435,0.905149150112363,-1.0450841956299928
12/18/2023,1,-1.154145260377255,-1.1554414435170057,-1.1554414435170057,-1.156739500706003,-1.15803943847148,-1.53760172582119,-1.049494724107768,0.03143181415565729,1.390898397436013,0.13428229876044856,-1.3822184066357257,0.15154317411188994,-1.0483391908044724,0.032095043781763956,1.3918462553151316,0.4117240249105782,-1.3242082422561932,1.203286851398719,-0.1728401711241947,0.03275777132522831,1.3927953125878307,0.6719813117613764,-1.2102583499056747,0.8266194715666638,0.9174889243958563,0.03341999856802484,1.3937455721240768,0.9046913102346594,-1.0450841956299928,-0.6949119457027707,1.4015362394457331,0.03408172728567051,1.394697036803435,1.1001819514075448,-0.8352114868782226
12/15/2023,0,-1.154145260377255,-1.1554414435170057,-1.1554414435170057,-1.156739500706003,-1.15803943847148,0.1511432788307776,-1.0494947241077677,0.03143181415565729,1.390898397436013,0.41166165119993814,-1.3239493878592823,1.2046505320454561,-0.17361457030009494,0.032095043781763956,1.3918462553151316,0.6719224406293663,-1.210043372235548,0.8275372540734095,0.9185052557596765,0.03275777132522831,1.3927953125878307,0.9043526493895829,-1.0448609132802347,-0.6954643718153808,1.4032176254831268,0.03341999856802484,1.3937455721240768,1.099724685161252,-0.8352114868782226,-1.5394977327220083,-1.0502849795503124,0.03408172728567051,1.394697036803435,1.3911024980642404,-0.031715116326623126
12/14/2023,0,-1.154145260377255,-1.1554414435170057,-1.1554414435170057,-1.156739500706003,0.8635284488410175,1.2040585671711588,-0.17470758794696492,0.03143181415565729,1.390898397436013,0.6718884313844193,-1.2097968907814218,0.8288008675520839,0.9171491903383654,0.032095043781763956,1.3918462553151316,0.9043175999952794,-1.044662889918423,-0.6938418058555593,1.4041996630779796,0.03275777132522831,1.3927953125878307,1.0994102707813367,-0.8350140043770097,-1.540157178419047,-1.0491864357400404,0.03341999856802484,1.3937455721240768,1.3906460874748552,-0.031715116326623126,0.14967384131646744,-1.0502849795503122,0.03408172728567051,1.394697036803435,1.3767647279792277,0.25747559076692783
12/13/2023,0,-1.154145260377255,-1.1554414435170057,-1.1554414435170057,0.8644988775689437,0.8635284488410175,0.8282774515219422,0.9161341284399708,0.03143181415565729,1.390898397436013,0.9043089243577904,-1.0444343320448612,-0.6929833560687697,1.4025847318243092,0.032095043781763956,1.3918462553151316,1.099395217878605,-0.8348374916822617,-1.5381434871505806,-1.0480312517404111,0.03275777132522831,1.3927953125878307,1.3903678403183624,-0.03161640838638105,0.14922843478828587,-1.0491864357400402,0.03341999856802484,1.3937455721240768,1.3763082752195244,0.25747559076692783,1.2028550913191216,-0.17524011768018374,0.03408172728567051,1.394697036803435,1.3058099924692361,0.5377942843259358
12/12/2023,0,-1.154145260377255,-1.1554414435170057,0.8654700812497573,0.8644988775689437,0.8635284488410175,-0.6932292234952064,1.4016043634978308,0.03143181415565729,1.390898397436013,1.0994078078294736,-0.8346316742335501,-1.537509886249429,-1.0483391908044724,0.032095043781763956,1.3918462553151316,1.3903826151688121,-0.031522249147767696,0.1504598754394623,-1.048031251740411,0.03275777132522831,1.3927953125878307,1.3760282455923878,0.2575387482228405,1.2025431360299208,-0.173933559887419,0.03341999856802484,1.3937455721240768,1.3053533310171244,0.5377942843259358,0.826979055051622,0.9159229774096348,0.03408172728567051,1.394697036803435,1.181143186742872,0.7977646841000473
12/11/2023,0,-1.154145260377255,0.8654700812497573,0.8654700812497573,0.8644988775689437,0.8635284488410175,-1.53760172582119,-1.049494724107768,0.03143181415565729,1.390898397436013,1.390426925920227,-0.03140349327528635,0.15154317411188994,-1.0483391908044724,0.032095043781763956,1.3918462553151316,1.3760415504075576,0.2576032671854252,1.203286851398719,-0.1728401711241947,0.03275777132522831,1.3927953125878307,1.305064480301888,0.5378229819424479,0.8266194715666638,0.9174889243958563,0.03341999856802484,1.3937455721240768,1.1806861586201534,0.7977646841000473,-0.6949119457027707,1.4015362394457331,0.03408172728567051,1.394697036803435,1.007868184474301,1.026743571377285
12/08/2023,0,0.8664420626508748,0.8654700812497573,0.8654700812497573,0.8644988775689437,0.8635284488410175,0.1511432788307776,-1.0494947241077677,0.03143181415565729,1.390898397436013,1.376084297826474,0.257690688257012,1.2046505320454561,-0.17361457030009494,0.032095043781763956,1.3918462553151316,1.3050705102086262,0.5378587699560453,0.8275372540734095,0.9185052557596765,0.03275777132522831,1.3927953125878307,1.1803818093357445,0.7977614233119613,-0.6954643718153808,1.4032176254831268,0.03341999856802484,1.3937455721240768,1.007410646714314,1.026743571377285,-1.5394977327220083,-1.0502849795503124,0.03408172728567051,1.394697036803435,0.2754709821496145,1.4425659962460908
12/07/2023,1,0.8664420626508748,0.8654700812497573,0.8654700812497573,0.8644988775689437,0.8635284488410175,1.2040585671711588,-0.17470758794696492,0.03143181415565729,1.390898397436013,1.3051055210099716,0.5379158175397081,0.8288008675520839,0.9171491903383654,0.032095043781763956,1.3918462553151316,1.180375057296505,0.7977705659520402,-0.6938418058555593,1.4041996630779796,0.03275777132522831,1.3927953125878307,1.0070847558929028,1.0267121620002428,-1.540157178419047,-1.0491864357400404,0.03341999856802484,1.3937455721240768,0.27501129025946236,1.4425659962460908,0.14967384131646744,-1.0502849795503122,-0.674605382845809,1.2055114130795304,-0.2877843663773536,1.4425659962460904
