Date,Target,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,day_of_week,month,day_of_month
2015-01-12,-0.0028191717886918294,-0.008439322147078786,0.017730168127155693,0.011562735844876304,-0.00893325469070017,-0.01844721353258727,0,1,12
2015-01-13,0.0044831786693138535,-0.008126616843470486,-0.008439322147078786,0.017730168127155693,0.011562735844876304,-0.00893325469070017,1,1,13
2015-01-14,0.02546752070791983,-0.0025818854358163217,-0.008126616843470486,-0.008439322147078786,0.017730168127155693,0.011562735844876304,2,1,14
2015-01-15,0.029251767433185444,-0.00583002896797565,-0.0025818854358163217,-0.008126616843470486,-0.008439322147078786,0.017730168127155693,3,1,15
2015-01-16,0.018482042245541418,-0.009290903004567546,-0.00583002896797565,-0.0025818854358163217,-0.008126616843470486,-0.008439322147078786,4,1,16
2015-01-20,0.0034550019962834543,0.013334893186267299,-0.009290903004567546,-0.00583002896797565,-0.0025818854358163217,-0.008126616843470486,1,1,20
2015-01-21,-0.014852965836927929,0.001548752433400387,0.013334893186267299,-0.009290903004567546,-0.00583002896797565,-0.0025818854358163217,2,1,21
2015-01-22,-0.020517761849294686,0.004720465022189361,0.001548752433400387,0.013334893186267299,-0.009290903004567546,-0.00583002896797565,3,1,22
2015-01-23,-0.028088204576311247,0.015154313070630327,0.004720465022189361,0.001548752433400387,0.013334893186267299,-0.009290903004567546,4,1,23
2015-01-26,-0.017774202574719004,-0.005506656279301935,0.015154313070630327,0.004720465022189361,0.001548752433400387,0.013334893186267299,0,1,26
2015-01-27,0.01004032381859167,0.0025651679986232745,-0.005506656279301935,0.015154313070630327,0.004720465022189361,0.001548752433400387,1,1,27
2015-01-28,0.01946312005716073,-0.013478287815857576,0.0025651679986232745,-0.005506656279301935,0.015154313070630327,0.004720465022189361,2,1,28
2015-01-29,0.020212413709806393,-0.01358750281102202,-0.013478287815857576,0.0025651679986232745,-0.005506656279301935,0.015154313070630327,3,1,29
2015-01-30,0.02986548510424637,0.00948951705826357,-0.01358750281102202,-0.013478287815857576,0.0025651679986232745,-0.005506656279301935,4,1,30
2015-02-02,0.012730075793549149,-0.013077099006318498,0.00948951705826357,-0.01358750281102202,-0.013478287815857576,0.0025651679986232745,0,2,2
2015-02-03,0.009012816770158416,0.012879170000215516,-0.013077099006318498,0.00948951705826357,-0.01358750281102202,-0.013478287815857576,1,2,3
2015-02-04,0.01314848933245313,0.014336238577453099,0.012879170000215516,-0.013077099006318498,0.00948951705826357,-0.01358750281102202,2,2,4
2015-02-05,0.012507973687459921,-0.0041647065724529616,0.014336238577453099,0.012879170000215516,-0.013077099006318498,0.00948951705826357,3,2,5
2015-02-06,0.019998460527117862,0.010238810710909235,-0.0041647065724529616,0.014336238577453099,0.012879170000215516,-0.013077099006318498,4,2,6
2015-02-09,0.02585099953539797,-0.00342402761187852,0.010238810710909235,-0.0041647065724529616,0.014336238577453099,0.012879170000215516,0,2,9
2015-02-10,0.014917661358106852,-0.004256239310481708,-0.00342402761187852,0.010238810710909235,-0.0041647065724529616,0.014336238577453099,1,2,10
2015-02-11,0.01388407365254617,0.010618979554062366,-0.004256239310481708,-0.00342402761187852,0.010238810710909235,-0.0041647065724529616,2,2,11
2015-02-12,0.010393621307685983,-2.9034010158247172e-05,0.010618979554062366,-0.004256239310481708,-0.00342402761187852,0.010238810710909235,3,2,12
2015-02-13,0.006023776867920866,0.009598295065916026,-2.9034010158247172e-05,0.010618979554062366,-0.004256239310481708,-0.00342402761187852,4,2,13
2015-02-17,0.007182449638953573,0.004066459227779422,0.009598295065916026,-2.9034010158247172e-05,0.010618979554062366,-0.004256239310481708,1,2,17
2015-02-18,0.006730791298579719,0.0015962996977983961,0.004066459227779422,0.009598295065916026,-2.9034010158247172e-05,0.010618979554062366,2,2,18
2015-02-19,0.006316294384044838,-0.00031435862322874816,0.0015962996977983961,0.004066459227779422,0.009598295065916026,-2.9034010158247172e-05,3,2,19
2015-02-20,-0.0027522313856433705,-0.0010626217157189283,-0.00031435862322874816,0.0015962996977983961,0.004066459227779422,0.009598295065916026,4,2,20
2015-02-23,0.00365739200747534,0.006107842721055837,-0.0010626217157189283,-0.00031435862322874816,0.0015962996977983961,0.004066459227779422,0,2,23
2015-02-24,-0.0036464530651733307,-0.000303385211985694,0.006107842721055837,-0.0010626217157189283,-0.00031435862322874816,0.0015962996977983961,1,2,24
2015-02-25,-0.0072785973317253,0.002754972468831103,-0.000303385211985694,0.006107842721055837,-0.0010626217157189283,-0.00031435862322874816,2,2,25
2015-02-26,-0.004606113450435402,-0.0007660169636026022,0.002754972468831103,-0.000303385211985694,0.006107842721055837,-0.0010626217157189283,3,2,26
2015-02-27,-0.015920786764270098,-0.00147711863025381,-0.0007660169636026022,0.002754972468831103,-0.000303385211985694,0.006107842721055837,4,2,27
2015-03-02,-0.018090362587427147,-0.0029606830486323707,-0.00147711863025381,-0.0007660169636026022,0.002754972468831103,-0.000303385211985694,0,3,2
2015-03-03,-0.030648310920751,0.0061062381811330165,-0.0029606830486323707,-0.00147711863025381,-0.0007660169636026022,0.002754972468831103,1,3,3
2015-03-04,-0.0281696703670812,-0.004548872603817568,0.0061062381811330165,-0.0029606830486323707,-0.00147711863025381,-0.0007660169636026022,2,3,4
2015-03-05,-0.01684233341208022,-0.004398161230154572,-0.004548872603817568,0.0061062381811330165,-0.0029606830486323707,-0.00147711863025381,3,3,5
2015-03-06,-0.008660214139809993,0.001195365251036089,-0.004398161230154572,-0.004548872603817568,0.0061062381811330165,-0.0029606830486323707,4,3,6
