Date,Target,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,day_of_week,month,day_of_month
2015-01-12,0,-0.0084393221470787,0.0177301681271556,0.0115627358448763,-0.0089332546907001,-0.0184472135325872,0,1,12
2015-01-13,1,-0.0081266168434704,-0.0084393221470787,0.0177301681271556,0.0115627358448763,-0.0089332546907001,1,1,13
2015-01-14,1,-0.0025818854358163,-0.0081266168434704,-0.0084393221470787,0.0177301681271556,0.0115627358448763,2,1,14
2015-01-15,1,-0.0058300289679756,-0.0025818854358163,-0.0081266168434704,-0.0084393221470787,0.0177301681271556,3,1,15
2015-01-16,1,-0.0092909030045675,-0.0058300289679756,-0.0025818854358163,-0.0081266168434704,-0.0084393221470787,4,1,16
2015-01-20,1,0.0133348931862672,-0.0092909030045675,-0.0058300289679756,-0.0025818854358163,-0.0081266168434704,1,1,20
2015-01-21,0,0.0015487524334003,0.0133348931862672,-0.0092909030045675,-0.0058300289679756,-0.0025818854358163,2,1,21
2015-01-22,0,0.0047204650221893,0.0015487524334003,0.0133348931862672,-0.0092909030045675,-0.0058300289679756,3,1,22
2015-01-23,0,0.0151543130706303,0.0047204650221893,0.0015487524334003,0.0133348931862672,-0.0092909030045675,4,1,23
2015-01-26,0,-0.0055066562793019,0.0151543130706303,0.0047204650221893,0.0015487524334003,0.0133348931862672,0,1,26
2015-01-27,1,0.0025651679986232,-0.0055066562793019,0.0151543130706303,0.0047204650221893,0.0015487524334003,1,1,27
2015-01-28,1,-0.0134782878158575,0.0025651679986232,-0.0055066562793019,0.0151543130706303,0.0047204650221893,2,1,28
2015-01-29,1,-0.013587502811022,-0.0134782878158575,0.0025651679986232,-0.0055066562793019,0.0151543130706303,3,1,29
2015-01-30,1,0.0094895170582635,-0.013587502811022,-0.0134782878158575,0.0025651679986232,-0.0055066562793019,4,1,30
2015-02-02,1,-0.0130770990063184,0.0094895170582635,-0.013587502811022,-0.0134782878158575,0.0025651679986232,0,2,2
2015-02-03,1,0.0128791700002155,-0.0130770990063184,0.0094895170582635,-0.013587502811022,-0.0134782878158575,1,2,3
2015-02-04,1,0.014336238577453,0.0128791700002155,-0.0130770990063184,0.0094895170582635,-0.013587502811022,2,2,4
2015-02-05,1,-0.0041647065724529,0.014336238577453,0.0128791700002155,-0.0130770990063184,0.0094895170582635,3,2,5
